YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2005,FORD,MUSTANG,COMPACT,4.6,8,M5,X,14.0,8.8,11.6,24,267
2012,CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,7.3,5.1,6.3,45,145
2016,ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.6,11.4,14.8,19,346
2014,MAZDA,MX-5,TWO-SEATER,2.0,4,M5,Z,9.2,7.1,8.3,34,191
2004,MITSUBISHI,LANCER,COMPACT,2.0,4,M5,X,8.5,6.2,7.5,38,172
2010,BMW,335i xDRIVE COUPE,SUBCOMPACT,3.0,6,A6,Z,12.3,7.9,10.3,27,237
2008,SATURN,VUE AWD,SUV,3.5,6,A6,X,13.3,8.8,11.3,25,260
2007,PONTIAC,G6,COMPACT,3.9,6,M6,X,13.0,7.9,10.7,26,246
2010,CHEVROLET,SILVERADO XFE,PICKUP TRUCK - STANDARD,5.3,8,A6,E,18.8,12.3,15.9,18,254
2008,PORSCHE,CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AS6,Z,12.3,8.6,10.6,27,244
2011,LINCOLN,MKZ,MID-SIZE,3.5,6,AS6,X,11.7,7.4,9.7,29,223
2011,CHEVROLET,CAMARO SS,COMPACT,6.2,8,M6,Z,13.2,8.2,11.0,26,253
2019,Nissan,370Z Roadster,Two-seater,3.7,6,M6,Z,13.6,9.7,11.8,24,279
2012,CHEVROLET,SILVERADO XFE,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.7,9.1,11.6,24,267
2010,VOLVO,S40 2.4i,COMPACT,2.4,5,M5,X,10.3,7.0,8.8,32,202
2020,Jaguar,F-TYPE Convertible R-Dynamic AWD,Two-seater,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,E,23.1,16.6,20.2,14,323
2007,BMW,X5 4.8i,SUV,4.8,8,A6,Z,15.9,10.2,13.3,21,306
2003,INFINITI,M45,COMPACT,4.5,8,AS5,Z,13.6,9.2,11.6,24,267
2012,MERCEDES-BENZ,GLK 350 4MATIC,SUV,3.5,6,A7,Z,13.0,9.3,11.3,25,260
2011,HYUNDAI,GENESIS COUPE,SUBCOMPACT,2.0,4,AS5,Z,10.5,6.7,8.8,32,202
2014,MAZDA,MAZDA2,COMPACT,1.5,4,M5,X,6.8,5.6,6.3,45,145
2020,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.0,12.0,13.7,21,321
2019,Hyundai,Tucson AWD,SUV: Small,2.0,4,AS6,X,10.8,9.2,10.1,28,239
2007,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.7,6,M6,X,13.5,10.3,12.1,23,278
2016,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.0,8.2,10.3,27,277
2000,LAND ROVER,RANGE ROVER 4X4,SUV,4.0,8,A4,Z,17.7,12.7,15.4,18,354
2018,GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,X,12.6,9.8,11.3,25,266
2001,BUICK,REGAL,MID-SIZE,3.8,6,A4,X,12.7,7.4,10.3,27,237
2015,CHEVROLET,CRUZE DIESEL,MID-SIZE,2.0,4,AS6,D,8.7,5.1,7.1,40,192
2007,GMC,SIERRA CLASSIC 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15.9,11.8,14.0,20,322
2016,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.9,8.9,10.5,27,247
2018,Volkswagen,Golf,Compact,1.8,4,M5,X,9.3,6.9,8.2,34,192
2018,Chevrolet,Camaro SS,Subcompact,6.2,8,M6,Z,14.3,9.4,12.1,23,284
2001,GMC,SAFARI CARGO,VAN - CARGO,4.3,6,A4,X,13.8,9.7,12.0,24,276
2008,FORD,GRAND MARQUIS FFV,FULL-SIZE,4.6,8,A4,E,18.4,12.5,15.7,18,251
2010,DODGE,CHARGER SRT8,FULL-SIZE,6.1,8,AS5,Z,16.0,10.6,13.6,21,313
2018,Mercedes-Benz,SL 450,Two-seater,3.0,6,A9,Z,11.5,8.5,10.2,28,238
2015,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,9.8,7.3,8.7,32,200
2002,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A5,Z,11.0,7.1,9.2,31,212
2003,MAZDA,MX-5 MIATA,TWO-SEATER,1.8,4,M6,Z,10.4,7.8,9.2,31,212
2012,BUICK,REGAL,MID-SIZE,2.0,4,M6,E,14.1,8.9,11.8,24,189
2021,Toyota,Corolla,Compact,1.8,4,AV,X,7.9,6.1,7.1,40,165
2013,CHEVROLET,SUBURBAN HD,SUV - STANDARD,6.0,8,A6,X,20.6,12.8,17.1,17,393
2021,Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Subcompact,3.0,6,A9,Z,11.3,8.8,10.2,28,239
2018,Subaru,Outback AWD,SUV: Small,2.5,4,AV7,X,9.4,7.3,8.5,33,198
2018,BMW,M4 Cabriolet,Subcompact,3.0,6,AM7,Z,14.5,10.5,12.7,22,299
2018,BMW,340i xDrive Gran Turismo,Full-size,3.0,6,AS8,Z,11.8,7.9,10.0,28,235
2016,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.3,11.6,14.2,20,332
2009,TOYOTA,COROLLA,COMPACT,2.4,4,AS5,X,9.4,6.5,8.1,35,186
2010,INFINITI,FX50 AWD,SUV,5.0,8,AS7,Z,14.7,10.2,12.7,22,292
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,E,20.4,14.6,17.8,16,285
2021,GMC,Terrain,SUV: Small,1.5,4,A9,X,9.2,7.8,8.6,33,201
2005,AUDI,A4 CABRIOLET QUATTRO,SUBCOMPACT,3.0,6,AS5,Z,12.9,8.4,10.8,26,248
2018,Nissan,Rogue,SUV: Small,2.5,4,AV,X,9.2,7.0,8.2,34,192
2016,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.6,10.4,12.1,23,285
2011,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,7.1,5.7,6.5,43,150
2011,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,2.4,4,M5,X,10.6,7.3,9.1,31,209
2004,GMC,JIMMY 4X4,SUV,4.3,6,M5,X,17.4,12.0,15.0,19,345
2022,Land Rover,Defender 110 5.0L V8,SUV: Standard,5.0,8,AS8,Z,16.4,12.7,14.7,19,350
2019,Ford,F-150 (LT Tire Pkg),Pickup truck: Standard,3.5,6,AS10,X,13.8,10.7,12.4,23,291
2018,Mitsubishi,Eclipse Cross,SUV: Small,1.5,4,AV8,X,9.4,8.4,8.9,32,208
2000,DODGE,RAM 1500 VAN,VAN - CARGO,3.9,6,A3,X,15.8,12.9,14.5,19,334
2003,GMC,JIMMY 4X4,SUV,4.3,6,A4,X,15.6,11.2,13.6,21,313
2017,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,226
2019,Lexus,UX 200,Mid-size,2.0,4,AS10,X,8.0,6.3,7.2,39,168
2013,CADILLAC,SRX,SUV - STANDARD,3.6,6,AS6,X,12.7,8.3,10.7,26,246
2004,GMC,ENVOY,SUV,4.2,6,A4,X,15.1,10.4,13.0,22,299
2001,SUZUKI,VITARA 4-DOOR 4X4,SUV,2.0,4,A4,X,10.3,8.4,9.4,30,216
2017,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,X,9.7,6.9,8.4,34,197
2021,Volvo,XC90 T5 AWD,SUV: Standard,2.0,4,AS8,Z,11.5,8.4,10.1,28,236
2012,CADILLAC,CTS-V,MID-SIZE,6.2,8,M6,Z,14.9,10.5,12.9,22,297
2006,NISSAN,MAXIMA,MID-SIZE,3.5,6,M6,X,11.6,7.3,9.7,29,223
2017,AUDI,A4 QUATTRO,COMPACT,2.0,4,AM7,Z,9.8,7.7,8.8,32,205
2002,SUZUKI,VITARA 4-DOOR 4X4,SUV,2.0,4,A4,X,10.3,8.4,9.4,30,216
2007,HONDA,CIVIC,SUBCOMPACT,1.8,4,A5,X,8.2,5.7,7.1,40,163
2009,BMW,528i xDRIVE SEDAN,MID-SIZE,3.0,6,M6,Z,12.3,7.6,10.2,28,235
2019,Dodge,Challenger SRT Hellcat Redeye,Mid-size,6.2,8,A8,Z,17.6,10.7,14.5,19,339
2019,Audi,TT Coupe quattro,Subcompact,2.0,4,AM7,X,10.3,7.7,9.2,31,213
2007,INFINITI,G35 COUPE,SUBCOMPACT,3.5,6,M6,Z,12.1,8.5,10.5,27,242
2020,Lincoln,Nautilus AWD,SUV: Small,2.0,4,AS8,X,12.0,9.6,10.7,26,250
2020,Mazda,Mazda6 Turbo,Mid-size,2.5,4,AS6,X,10.0,7.5,8.9,32,208
2006,GMC,CANYON,PICKUP TRUCK - STANDARD,2.8,4,A4,X,13.7,9.2,11.7,24,269
2010,GMC,SAVANA PASSENGER,VAN - PASSENGER,5.3,8,A4,X,16.8,11.9,14.6,19,336
2000,KIA,SPORTAGE 4X4,SUV,2.0,4,M5,X,11.3,10.3,10.8,26,248
2007,SUZUKI,SX4 JX/JLX AWD,STATION WAGON - SMALL,2.0,4,M5,X,10.1,7.6,9.0,31,207
2010,JEEP,PATRIOT 4X2,SUV,2.4,4,M5,X,8.9,7.1,8.1,35,186
2021,Chevrolet,Camaro,Subcompact,3.6,6,AS10,X,12.8,8.1,10.7,26,251
2019,Buick,LaCrosse eAssist,Mid-size,2.5,4,AS6,X,9.4,6.8,8.2,34,192
2011,PORSCHE,CAYMAN,TWO-SEATER,2.9,6,AS7,Z,10.2,6.7,8.6,33,198
2003,FORD,GRAND MARQUIS,FULL-SIZE,4.6,8,A4,X,13.7,8.8,11.5,25,264
2011,HONDA,INSIGHT EX,COMPACT,1.3,4,AV,X,4.8,4.6,4.7,60,108
2012,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,7.1,5.3,6.3,45,145
2014,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,8.0,6.3,7.3,39,168
2000,SATURN,SW WAGON #,STATION WAGON - SMALL,1.9,4,M5,X,9.0,5.7,7.5,38,172
2018,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,5.0,8,AS10,E,20.2,14.0,17.4,16,288
2003,MAZDA,MX-5 MIATA,TWO-SEATER,1.8,4,M5,Z,10.1,7.6,9.0,31,207
2006,NISSAN,QUEST,MINIVAN,3.5,6,A5,X,13.0,8.5,11.0,26,253
2019,Ram,1500 4X4 eTorque,Pickup truck: Standard,5.7,8,A8,X,14.3,11.1,12.9,22,302
2021,Porsche,718 Boxster T,Two-seater,2.0,4,AM7,Z,11.2,8.7,10.1,28,236
2003,DODGE,GRAND CARAVAN C/V FFV,MINIVAN,3.3,6,A4,X,12.0,8.2,10.3,27,237
2017,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,20.0,12.6,16.7,17,390
2018,Jeep,Compass,SUV: Small,2.4,4,A6,X,10.6,7.6,9.3,30,218
2018,Honda,Civic Coupe,Compact,1.5,4,M6,X,7.7,5.7,6.8,42,158
2006,FORD,FREESTYLE,SUV,3.0,6,AV,X,11.7,8.1,10.1,28,232
2005,BMW,X3,SUV,3.0,6,A5,Z,14.8,9.3,12.3,23,283
2012,LEXUS,IS 250,SUBCOMPACT,2.5,6,M6,Z,11.2,7.2,9.4,30,216
2008,FORD,ESCAPE HYBRID AWD,SUV,2.3,4,AV,X,6.8,7.3,7.0,40,161
2016,MERCEDES-BENZ,AMG GL 63 S,SUV - STANDARD,5.5,8,AS7,Z,18.2,14.0,16.3,17,369
2007,MAZDA,MAZDA3,MID-SIZE,2.0,4,AS4,X,9.1,6.4,7.9,36,182
2017,JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,M6,X,10.8,7.6,9.4,30,221
2006,VOLVO,S40 2.4I,COMPACT,2.4,5,AS5,Z,10.8,7.3,9.3,30,214
2007,PORSCHE,CAYMAN S,TWO-SEATER,3.2,6,M6,Z,11.8,7.7,9.9,29,228
2011,CHEVROLET,HHR PANEL,SUV,2.4,4,A4,E,13.7,9.4,11.7,24,187
2019,Mazda,Mazda3 5-Door 4WD,Mid-size,2.5,4,AS6,X,9.8,7.4,8.7,32,204
2012,FORD,FUSION FFV AWD,MID-SIZE,3.0,6,AS6,E,16.4,10.7,13.8,20,221
2013,VOLVO,XC60,SUV - SMALL,3.2,6,AS6,X,11.2,7.8,9.7,29,223
2012,VOLKSWAGEN,JETTA,COMPACT,2.0,4,M6,Z,9.8,6.2,8.2,34,189
2017,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,298
2021,Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,Z,8.1,6.4,7.3,39,171
2010,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AS7,Z,11.3,7.5,9.6,29,221
2020,BMW,M8 Cabriolet Competition,Subcompact,4.4,8,AS8,Z,16.0,11.0,13.8,20,322
2004,GMC,C1500 YUKON FFV,SUV,5.3,8,A4,X,17.0,12.0,14.8,19,340
2014,CHEVROLET,EXPRESS 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,X,16.8,11.9,14.6,19,336
2003,TOYOTA,TACOMA,PICKUP TRUCK - STANDARD,2.4,4,M5,X,10.6,7.9,9.4,30,216
2019,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,X,15.3,13.1,14.3,20,336
2007,FORD,FUSION AWD,MID-SIZE,3.0,6,A6,X,12.6,8.2,10.6,27,244
2008,SATURN,VUE,SUV,2.4,4,A4,X,11.0,7.5,9.4,30,216
2020,GMC,Yukon XL 4WD FFV,SUV: Standard,5.3,8,A6,X,16.8,11.3,14.4,20,337
2002,SUZUKI,XL-7 4X4,SUV,2.7,6,M5,X,13.6,10.6,12.2,23,281
2012,JEEP,GRAND CHEROKEE 4X4 FFV,SUV,3.6,6,A5,E,17.3,12.0,14.9,19,238
2005,PORSCHE,CARRERA 4S CABRIOLET,MINICOMPACT,3.6,6,AS5,Z,13.9,9.5,11.9,24,274
2014,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,11.4,7.3,9.5,30,219
2016,CHEVROLET,CRUZE LIMITED ECO,MID-SIZE,1.4,4,M6,X,8.4,5.6,7.1,40,167
2009,FORD,TAURUS X AWD,SUV,3.5,6,A6,X,13.6,9.1,11.6,24,267
2020,Honda,Civic Coupe,Compact,2.0,4,AV,X,7.8,6.1,7.1,40,164
2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,Z,15.5,10.6,13.3,21,306
2015,TOYOTA,YARIS,COMPACT,1.5,4,M5,X,7.7,6.3,7.1,40,163
2001,MERCEDES-BENZ,S 600,FULL-SIZE,5.8,12,A5,Z,15.2,9.3,12.5,23,288
2022,Mitsubishi,RVR,SUV: Small,2.0,4,AV6,X,9.7,7.8,8.8,32,206
2022,Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: Small,3.0,6,A8,D,10.6,8.1,9.5,30,255
2014,CHEVROLET,EXPRESS 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,23.1,16.6,20.2,14,323
2015,DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,237
2022,BMW,X6 xDrive40i,SUV: Standard,3.0,6,AS8,Z,11.3,9.2,10.4,27,241
2010,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.3,12.6,16.3,17,261
2006,AUDI,S4 AVANT,STATION WAGON - SMALL,4.2,8,M6,Z,15.8,10.2,13.3,21,306
2022,Kia,K5,Full-size,2.5,4,AM8,X,9.9,7.3,8.7,32,207
2006,SATURN,ION,SUBCOMPACT,2.2,4,A4,X,9.5,6.7,8.3,34,191
2007,ACURA,TSX,COMPACT,2.4,4,AS5,Z,10.5,7.0,8.9,32,205
2006,GMC,C1500 YUKON FFV,SUV,5.3,8,A4,E,22.1,15.6,19.2,15,307
2011,GMC,SAVANA PASSENGER,VAN - PASSENGER,5.3,8,A4,E,21.8,15.9,19.1,15,306
2020,Volvo,XC40 T4 AWD,SUV: Small,2.0,4,AS8,X,10.2,7.5,9.0,31,210
2005,CHEVROLET,K1500 SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,21.1,15.4,18.5,15,296
2015,FORD,FUSION,MID-SIZE,2.0,4,AS6,X,10.5,7.0,8.9,32,205
2010,SUBARU,OUTBACK 2.5i SPORT,SUV,2.5,4,AV,X,9.5,6.9,8.4,34,193
2012,KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AS6,X,5.8,5.1,5.5,51,126
2019,Mercedes-Benz,A 220 4MATIC,Subcompact,2.0,4,AM7,Z,9.6,7.1,8.5,33,199
2005,MERCEDES-BENZ,CL 65 AMG,COMPACT,5.5,12,A5,Z,19.2,11.1,15.6,18,359
2013,VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AM6,Z,9.6,7.4,8.6,33,198
2019,Chevrolet,Spark,Subcompact,1.4,4,M5,X,8.0,6.2,7.2,39,170
2017,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,15.7,10.6,13.4,21,315
2012,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.3,9.4,12.1,23,278
2002,JAGUAR,XK8 CONVERTIBLE,MINICOMPACT,4.0,8,A5,Z,13.7,9.1,11.6,24,267
2016,FORD,TRANSIT CONNECT WAGON FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.8,12.0,14.6,19,240
2015,LAND ROVER,LR2,SUV - SMALL,2.0,4,AS6,Z,13.5,9.9,11.9,24,274
2004,NISSAN,FRONTIER V6 4X4 #,PICKUP TRUCK - STANDARD,3.3,6,A4,Z,16.0,11.8,14.1,20,324
2018,Ford,Mustang Convertible,Subcompact,2.3,4,M6,X,11.8,8.4,10.3,27,240
2018,Jeep,New Wrangler Unlimited 4X4,SUV: Small,3.6,6,A8,X,12.9,10.2,11.7,24,275
2015,MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,16.3,11.8,14.2,20,327
2019,Chevrolet,Impala,Full-size,3.6,6,AS6,E,17.2,11.6,14.6,19,245
2010,CHEVROLET,EXPRESS CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,23.1,16.6,20.2,14,323
2009,CHEVROLET,IMPALA,FULL-SIZE,5.3,8,A4,Z,12.9,8.1,10.8,26,248
2011,BMW,328i COUPE,SUBCOMPACT,3.0,6,A6,Z,10.9,6.8,9.1,31,209
2018,Lexus,GS 350 AWD,Mid-size,3.5,6,AS6,Z,12.5,9.2,11.0,26,257
2008,KIA,RONDO,STATION WAGON - MID-SIZE,2.4,4,A4,X,11.0,7.5,9.4,30,216
2004,VOLKSWAGEN,GOLF,COMPACT,2.0,4,A4,X,9.6,7.2,8.5,33,196
2011,DODGE,CHARGER (FuelSaver MDS),FULL-SIZE,5.7,8,AS5,X,13.5,8.0,11.1,25,255
2020,Volvo,XC40 T4,SUV: Small,2.0,4,AS8,X,10.1,7.2,8.8,32,205
2002,NISSAN,ALTIMA,MID-SIZE,2.5,4,M5,X,10.1,7.3,8.8,32,202
2009,CHEVROLET,HHR PANEL FFV,SUV,2.2,4,M5,X,9.2,6.2,7.8,36,179
2020,Nissan,NV200 Cargo Van,Special purpose vehicle,2.0,4,AV,X,9.8,8.8,9.3,30,218
2019,Hyundai,Elantra GT,Full-size,2.0,4,M6,X,9.8,7.4,8.7,32,207
2001,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,M5,X,16.8,10.9,14.1,20,324
2002,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,4.7,8,M5,X,17.3,12.4,15.1,19,347
2005,BMW,760Li,FULL-SIZE,6.0,12,A6,Z,15.8,9.5,13.0,22,299
2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.7,11.9,14.0,20,329
2015,BMW,X1 xDRIVE35i,SUV - SMALL,3.0,6,AS8,Z,13.2,8.9,11.2,25,258
2015,VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4,M6,D,7.6,5.1,6.5,43,176
2004,VOLVO,S80 T6,MID-SIZE,2.9,6,AS4,Z,12.6,8.3,10.7,26,246
2007,CHRYSLER,PT TURBO CONVERTIBLE #,COMPACT,2.4,4,AS4,X,11.4,8.1,9.9,29,228
2013,AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,10.1,6.8,8.6,33,198
2007,CHEVROLET,TAHOE FFV,SUV,5.3,8,A4,X,15.0,10.1,12.8,22,294
2004,PONTIAC,VIBE AWD,STATION WAGON - SMALL,1.8,4,A4,X,9.1,6.9,8.1,35,186
2003,CHEVROLET,C1500 TAHOE,SUV,4.8,8,A4,X,16.5,11.8,14.4,20,331
2007,SATURN,VUE,SUV,2.2,4,A4,X,11.0,8.1,9.7,29,223
2012,FORD,EXPLORER 4WD,SUV,3.5,6,AS6,X,12.5,8.8,10.8,26,248
2012,DODGE,CHALLENGER (FuelSaver MDS),COMPACT,5.7,8,AS5,X,13.5,8.0,11.1,25,255
2017,MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,A9,Z,14.3,9.2,12.0,24,280
2013,CADILLAC,SRX AWD,SUV - STANDARD,3.6,6,AS6,X,13.2,8.8,11.2,25,258
2012,AUDI,R8 SPYDER,TWO-SEATER,5.2,10,M6,Z,19.1,12.0,15.9,18,366
2008,PORSCHE,CARRERA 2 COUPE,MINICOMPACT,3.6,6,AS6,Z,11.9,8.2,10.2,28,235
2009,MAZDA,TRIBUTE,SUV,2.5,4,A6,X,10.1,7.2,8.8,32,202
2007,MERCEDES-BENZ,S 550V 4-MATIC,FULL-SIZE,5.5,8,A7,Z,15.2,9.6,12.7,22,292
2012,CHEVROLET,TAHOE,SUV,5.3,8,A6,E,19.5,12.5,16.3,17,261
2005,SAAB,9-3 LINEAR TURBO,COMPACT,2.0,4,AS5,X,11.0,7.6,9.5,30,218
2009,CHEVROLET,IMPALA FFV,FULL-SIZE,3.5,6,A4,E,14.8,9.1,12.3,23,197
2003,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,5.9,8,A4,X,18.0,12.0,15.3,18,352
2013,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV6,X,8.3,6.1,7.3,39,168
2001,BMW,Z3,TWO-SEATER,3.0,6,A5,Z,12.0,8.3,10.3,27,237
2012,MITSUBISHI,OUTLANDER,SUV,2.4,4,AV,X,9.0,7.0,8.1,35,186
2017,SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,AV6,X,9.1,7.2,8.2,34,193
2006,MERCEDES-BENZ,B 200 CVT TURBO,STATION WAGON - SMALL,2.0,4,AV,Z,9.5,7.4,8.6,33,198
2020,Cadillac,CT5,Mid-size,3.0,6,AS10,Z,12.6,9.1,11.0,26,256
2011,CHEVROLET,AVEO 5,SUBCOMPACT,1.6,4,M5,X,7.6,5.7,6.7,42,154
2006,LAND ROVER,RANGE ROVER 4X4,SUV,4.4,8,AS6,X,16.7,11.9,14.5,19,334
2007,TOYOTA,COROLLA,COMPACT,1.8,4,M5,X,7.1,5.3,6.3,45,145
2019,Jaguar,F-TYPE Convertible,Two-seater,3.0,6,M6,Z,14.9,9.8,12.6,22,296
2022,Rolls-Royce,Ghost EWB,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,17,387
2015,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,292
2013,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,16.6,10.6,13.9,20,222
2011,CHEVROLET,EXPRESS CARGO,VAN - CARGO,4.3,6,A4,X,14.1,10.0,12.3,23,283
2015,VOLVO,XC60 T6 AWD,SUV - SMALL,3.0,6,AS6,X,13.6,9.9,11.9,24,274
2017,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.7,17.1,17,400
2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,2.0,4,A8,X,11.5,9.9,10.8,26,251
2021,Mercedes-Benz,GLS 450 4MATIC SUV,SUV: Standard,3.0,6,A9,Z,12.0,9.8,11.0,26,257
2009,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.7,6,A4,X,14.8,10.0,12.6,22,290
2002,SAAB,9-5 TURBO,MID-SIZE,2.3,4,A5,X,12.0,7.5,10.0,28,230
2009,KIA,SPORTAGE,SUV,2.7,6,AS4,X,11.3,8.5,10.0,28,230
2019,MINI,Cooper S Countryman ALL4,Mid-size,2.0,4,M6,Z,11.3,7.8,9.7,29,228
2001,NISSAN,FRONTIER,PICKUP TRUCK - STANDARD,2.4,4,M5,X,10.6,8.5,9.7,29,223
2013,ACURA,TSX,COMPACT,3.5,6,AS5,Z,10.7,7.0,9.0,31,207
2018,Hyundai,Elantra,Mid-size,2.0,4,M6,X,9.3,6.4,8.0,35,188
2004,SAAB,9-5 AERO TURBO,MID-SIZE,2.3,4,M5,Z,11.7,7.4,9.8,29,225
2014,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,7.3,5.8,6.6,43,152
